CRAM-4,8.652240692158544e-05,0.0031283768314629094,0.0031283827966675621,0.038024598254435681,0.0031283768950994858,8.6522406947057482e-05,8.6522407287051791e-05,0.0031283764735371626,0.003128376473162062,0.0031283764240959402,0.0031283765166637239,0.0031283764733079037,0.0031283764810636381,0.0031283255364776799,0.0031283764939456058,8.6522368150847125e-05,8.6522338604437521e-05,0.0031283763256186518,8.6522404794859764e-05,0.038024300572930478,0.0031283170547629323,0.28413647002966919,0.038024296638276119,0.038024640596122455,0.28413780348517453,1.5715839431942247,1.5715838964496902,7.0169054958041226,7.0169431967168068,26.094883859697006,26.094854439322972,77.336044462933089,77.336072108072116,126.97854123684651,518.52445962026718,
CRAM-8,1.1722651991274911e-08,7.9813110556713419e-07,7.9813407430244748e-07,1.81581537794926e-05,7.9813113923573744e-07,1.1722654160422558e-08,1.1722655294117165e-08,7.9813092916815816e-07,7.9813092854648998e-07,7.9813090477409188e-07,7.9813094961004844e-07,7.9813092838557744e-07,7.9813093261991843e-07,7.9810558893682741e-07,7.9813093988821752e-07,1.1722644897705758e-08,1.1722635605579323e-08,7.9813085490403598e-07,1.1722652438039965e-08,1.8157873734385196e-05,7.9810137026729599e-07,0.00024968993473882306,1.8157870032484238e-05,1.8158193614482287e-05,0.00024969224688459153,0.0024820661983976145,0.002482066052273078,0.019504233358593134,0.019504447635635008,0.12793608469405016,0.12793574088735846,0.72674069245110584,0.72674233216695905,3.671211794116632,16.822326860480246,
CRAM-12,1.5783924706257446e-12,1.5803502968332152e-10,1.5803710534995208e-10,5.2768954472729655e-09,1.5803756854138467e-10,1.5805973521350526e-12,1.5812218425912127e-12,1.5803626915284342e-10,1.5803674183726511e-10,1.5803658449856721e-10,1.5803611139662203e-10,1.580356389102462e-10,1.5803705692329754e-10,1.5802846421771778e-10,1.5803689930405143e-10,1.5815677214245231e-12,1.5796714139496933e-12,1.5803591471122425e-10,1.57935627667543e-12,5.2767746911912064e-09,1.5802835121293261e-10,1.0607792180458203e-07,5.2767725866581121e-09,5.2769141820472912e-09,1.0607939852817513e-07,1.5317826056007812e-06,1.5317824700449059e-06,1.7337253871984179e-05,1.7337540006058705e-05,0.00016213179147951058,0.00016213113934546102,0.0012979470164900431,0.0012979513759641544,0.009126349538360095,0.057469792606353758,
CRAM-16,9.8211087061157441e-16,2.7522396829689742e-14,2.8437216914326657e-14,1.2357042601006064e-12,3.027534129718869e-14,1.188977791921055e-15,2.8634948254096569e-15,2.9306328868233416e-14,2.9148767960652876e-14,2.99365725422228e-14,2.8833646108917339e-14,2.8203402513161916e-14,2.8991207046193147e-14,2.8361004818896353e-14,2.8991207035491245e-14,2.2049740095905899e-15,6.1842806235796424e-16,2.909921438791094e-14,9.3379362042299754e-16,1.237053877541691e-12,2.9392302101709929e-14,3.2718929887024907e-11,1.2362728979142449e-12,1.2376047604548206e-12,3.2720506152671174e-11,6.208225585127652e-10,6.2082298861424419e-10,9.2030207037255335e-09,9.2032244666028079e-09,1.1226492587658737e-07,1.122643206329197e-07,1.1667938171308877e-06,1.1667990670139255e-06,1.0594321999936005e-05,8.564813144861785e-05,
CRAM-20,1.4030155294451064e-15,2.0386960614584994e-16,1.1607027311970063e-15,6.0633182536830535e-16,1.721820358133954e-15,1.188977791921055e-15,1.9089965502731047e-15,1.5756090789372805e-15,1.4180481710587886e-15,1.5756090811696211e-15,4.7268272309700552e-16,1.1029263552633151e-15,1.1029263550182176e-15,4.7268341364827254e-16,1.2604872624126628e-15,1.2027130961403217e-15,8.2457074981061902e-16,7.9942896670085003e-16,1.556322700704996e-16,1.5788817837162618e-15,1.1617510712138313e-15,9.1284665271954303e-15,1.1713292010978212e-15,2.252395616115451e-15,1.0184627512201998e-14,1.9908574248670366e-13,1.9949203417609934e-13,3.637160022862547e-12,3.6370658140926175e-12,5.4791537411369696e-11,5.4791513159465074e-11,7.0180804000431502e-10,7.0181196004864093e-10,7.8321847859451339e-09,7.7589483556295703e-08,
CRAM-24,2.7475667284710828e-05,3.3044621806334826e-05,3.3044622687501975e-05,3.8203668269839978e-05,3.3044621813687194e-05,2.7475667282823459e-05,2.7475667282250502e-05,3.3044621750815401e-05,3.3044621751170444e-05,3.304462174422024e-05,3.3044621757874764e-05,3.3044621751661926e-05,3.3044621752196634e-05,3.3044614220830485e-05,3.3044621753863798e-05,2.7475667211596482e-05,2.7475667157638108e-05,3.3044621729742394e-05,2.7475667278488077e-05,3.8203662553077729e-05,3.3044612965621664e-05,4.2928024529789237e-05,3.8203662477811053e-05,3.8203669079089482e-05,4.2928028957355753e-05,4.720326164260083e-05,4.7203261609316148e-05,5.1024856930026468e-05,5.1024863594612561e-05,5.4397417600242825e-05,5.4397415914400964e-05,5.7333404742431825e-05,5.733340614542779e-05,5.9851760360279561e-05,6.1976321847592622e-05,
CRAM-28,0, 2.0386960614584994e-16,1.8571243699152102e-15,6.0633182536830535e-16,1.4348502984449617e-15,2.3779555838421101e-15,2.2907958603277256e-15,1.7331699868310086e-15,1.4180481710587886e-15,9.4536544870177264e-16,6.3024363079600739e-16,4.7268272368427795e-16,1.8907308943169444e-15,6.3024455153103005e-16,1.8907308936189942e-15,1.2027130961403217e-15,2.0614268745265475e-16,2.0785153134222101e-15,1.8675872408459951e-15,2.3683226755743926e-15,2.904377678034578e-15,1.96888493723823e-15,2.0823630241739045e-15,2.4256568173551011e-15,1.8706458695881224e-15,9.7878929442823816e-16,1.7631871707483528e-15,1.3318052079320934e-15,1.34693669626613e-15,7.6172179530017859e-16,7.6670090058582048e-16,8.6976485139846744e-16,6.7639180329712827e-16,2.3767909610874049e-15,2.6163724439867803e-14,
CRAM-32,1.9642217412231488e-15,2.650304879896049e-15,5.2231622903865283e-15,4.1230564125044766e-15,5.0219760445573657e-15,4.7559111676842201e-15,6.2996886159012458e-15,4.2541445131306577e-15,4.2541445131763659e-15,4.5692663353919014e-15,3.7814617847760442e-15,3.6239008815794638e-15,4.2541445122131249e-15,3.4663450334206651e-15,5.5146317730553994e-15,4.0090436538010729e-15,2.6798549368845116e-15,4.3169164201845901e-15,4.2020712919034889e-15,5.9208066889359819e-15,5.924930463190539e-15,5.5486757322168301e-15,5.7264983164782375e-15,6.4106644458670527e-15,5.196238526633673e-15,5.0897043310268388e-15,5.2895615122450583e-15,5.3272208317283734e-15,5.38774678506452e-15,5.2050989345512205e-15,5.3669063041007437e-15,4.8706831678314173e-15,4.9038405739041802e-15,5.1497137490227109e-15,5.1189895643219615e-15,
CRAM-36,2.8060310588902129e-15,2.4464352737501994e-15,1.0446324580773057e-15,3.6379909522098324e-16,7.1742514922248083e-16,1.4862222399013188e-16,1.3362975851911732e-15,3.1512181578745609e-16,1.1029263552679467e-15,9.4536544870177264e-16,7.8780453849500926e-16,1.8907308947371118e-15,0, 7.8780568941378756e-16,1.5756090780158285e-16,6.0135654807016086e-16,1.649141499621238e-15,7.9942896670085003e-16,1.556322700704996e-16,9.8680111482266365e-16,1.5102763925779805e-15,5.3696861924679006e-16,2.6029537802173806e-16,1.3860896099172006e-15,0, 0, 1.2594194076773948e-16,0, 3.367341740665325e-16,7.6172179530017859e-16,3.8335045029291024e-16,8.6976485139846744e-16,1.1836856557699745e-15,1.1883954805437024e-15,1.8200851784255863e-15,
CRAM-40,1.8239201882786383e-15,1.4270872430209495e-15,1.0446324580773057e-15,0, 8.6091017906697702e-16,1.3376000159111869e-15,1.5271972402184839e-15,1.2604872631498244e-15,6.3024363158168376e-16,6.3024363246784839e-16,1.5756090769900185e-16,0, 9.4536544715847218e-16,1.5756113788275751e-16,1.2604872624126628e-15,1.8040696442104826e-15,1.2368561247159285e-15,3.1977158668034002e-16,1.556322700704996e-16,1.9736022296453273e-15,1.7426266068207469e-15,7.1595815899572005e-16,1.0411815120869522e-15,2.252395616115451e-15,1.0392477053267346e-15,7.8303143554259052e-16,1.3853613484451343e-15,1.3318052079320934e-15,1.0102025221995975e-15,1.0156290604002381e-15,1.533401801171641e-15,1.2176707919578543e-15,8.4548975412141031e-16,9.9032956711975202e-16,9.1004258921279316e-16,
CRAM-44,1.4030155294451064e-16,8.1547842458339977e-16,2.205335189274312e-15,1.697729111031255e-15,2.2957604775119386e-15,2.2293333598519782e-15,3.0543944804369677e-15,1.4180481710435525e-15,2.2058527105358934e-15,2.6785354379883558e-15,1.2604872615920148e-15,2.5209745263161489e-15,2.6785354336156714e-15,2.205855930358605e-15,2.9936572482300741e-15,2.2049740095905899e-15,1.8552841870738925e-15,1.9186295200820402e-15,1.0894258904934972e-15,1.5788817837162618e-15,2.5558523566704286e-15,1.6109058577403702e-15,2.0823630241739045e-15,2.7721792198344013e-15,2.70204403384951e-15,1.7618207299708289e-15,2.1410129930515711e-15,2.497134764872675e-15,1.6836708703326625e-15,1.2695363255002975e-15,1.725077026318096e-15,1.0437178216781609e-15,1.3527836065942565e-15,9.9032956711975202e-16,9.1004258921279316e-16,
CRAM-48,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
